Compound_CID,Name,Molecular_Weight,Polar_Area,Complexity,XLogP,Heavy_Atom_Count,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Rotatable_Bond_Count
5340,Sulfathiazole,255.3,122.0,320.0,0.1,16,2,6,3
2337,Benzocaine,165.19,52.3,151.0,1.9,12,1,3,3
3598,Hexachlorophene,406.9,40.5,328.0,7.5,21,2,2,2
6099,Methylene Blue,319.9,43.9,483.0,,21,0,4,1
7964,Chlorobenzene,112.55,0.0,46.1,2.9,7,0,0,0
5235,Sodium Fluoride,41.988,0.0,2.0,,2,0,1,0
8078,Cyclohexane,84.16,0.0,15.5,3.4,6,0,0,0
3301,Ethylenediamine,60.1,52.0,6.0,-2.0,4,2,2,1
525,Malic Acid,134.09,94.8,129.0,-1.3,9,3,5,3
176879,Bifenazate,300.35,59.6,343.0,4.2,22,2,4,6
6227,Bromoacetic Acid,138.95,37.3,42.9,0.4,5,1,2,1
23978,Copper,63.55,0.0,0.0,,1,0,0,0
516892,Sodium Bicarbonate,84.007,60.4,33.9,,5,1,3,0
7855,Acrylonitrile,53.06,23.8,54.9,0.2,4,0,1,0
8042,Isopropyl Myristate,270.5,26.3,199.0,7.2,19,0,2,14
15530,Ioxynil,370.91,44.0,176.0,2.0,11,1,2,0
14798,Sodium Hydroxide,39.997,1.0,2.0,,2,1,1,0
12348,Amyl Acetate,130.18,26.3,79.0,1.9,9,0,2,5
6574,"1,1,2-Trichloroethane",133.4,0.0,18.9,1.9,5,0,0,1
24470,Silver Nitrate,169.873,62.9,18.8,,5,0,3,0
7918,Acetic Anhydride,102.09,43.4,83.1,-0.1,7,0,3,2
17110,Dodine,287.44,102.0,194.0,,20,3,3,11
32490,Propamocarb,188.27,41.6,138.0,1.2,13,1,3,7
969491,Dieldrin,380.9,12.5,516.0,3.7,19,0,1,0
7909,Methyl Isobutyl Ketone,100.16,17.1,64.599,1.3,7,0,1,2
8929,Sodium Cyanide,49.007,23.8,12.8,,3,0,2,0
14917,Hydrofluoric Acid,20.006,0.0,0.0,0.6,1,1,1,0
61948,"1,2-Dibromo-2,4-dicyanobutane",265.93,47.6,196.0,1.4,10,0,2,3
20965,Bromophos-ethyl,394.0,59.8,301.0,6.1,18,0,4,6
12572,Dimetilan,240.26,67.7,306.0,0.6,17,0,4,2
159055,D-Camphor,152.23,17.1,217.0,2.2,11,0,1,0
7873,Tetraethyl Pyrophosphate,290.19,80.3,246.0,0.4,17,0,7,10
168842,Endothall,186.16,83.8,235.0,-0.5,13,2,5,2
101008927,Mgk 264,275.4,37.4,412.0,3.4,20,0,2,6
2406,Bithionol,356.0,65.8,281.0,5.8,19,2,3,2
5944,Cantharidin,196.2,52.6,318.0,0.6,14,0,4,0
4873,Potassium Chloride,74.55,0.0,2.0,,2,0,1,0
7416,Nitrobenzene,123.11,45.8,102.0,1.9,9,0,2,0
6054,2-Phenylethanol,122.16,20.2,65.0,1.4,9,1,1,2
1031,1-Propanol,60.1,20.2,7.2,0.3,4,1,1,1
8617,Indole-3-Butyric Acid,203.24,53.1,230.0,2.3,15,2,2,4
8635,Methyl Anthranilate,151.16,52.3,147.0,1.9,11,1,3,2
5144,Safrole,162.18,18.5,167.0,3.0,12,0,2,2
31239,Cetylpyridinium Chloride,340.0,3.9,208.0,,23,0,1,15
7302,Gamma-Butyrolactone,86.09,26.3,67.9,-0.6,6,0,2,0
280,Carbon Dioxide,44.009,34.1,18.3,0.9,3,0,2,0
6,"1-Chloro-2,4-Dinitrobenzene",202.55,91.6,224.0,2.3,13,0,4,0
6503,Tris(hydroxymethyl)aminomethane,121.14,86.7,54.0,-2.9,8,4,4,3
6569,Methyl Ethyl Ketone,72.11,17.1,38.9,0.3,5,0,1,1
31256,Diacetone Alcohol,116.16,37.3,94.7,-0.2,8,1,2,2
19999,Calcium propionate,186.22,80.3,34.6,,11,0,4,0
6591,"1,1,2,2-Tetrachloroethane",167.8,0.0,26.5,2.4,6,0,0,1
22985,Ammonium nitrate,80.044,63.9,18.8,,5,1,3,0
6278,"1,1,1-Trichloroethane",133.4,0.0,26.4,2.4,5,0,0,0
6719,Diphacinone,340.4,51.2,512.0,3.7,26,0,3,4
24408,Bromine,159.81,0.0,0.0,1.9,2,0,0,0
5284507,Nerolidol,222.37,20.2,269.0,4.6,16,1,1,7
22772,Methylene bis(thiocyanate),130.199,98.2,108.0,1.7,7,0,4,2
8447,Accelerator DM,332.5,133.0,311.0,5.6,20,0,6,3
31899,Formetanate hydrochloride,257.72,53.9,254.0,,17,2,3,4
240,Benzaldehyde,106.12,17.1,72.5,1.5,8,0,1,1
2450,Bronopol,199.99,86.3,107.0,-0.6,9,2,4,2
6544,Isophorone,138.21,17.1,187.0,1.6,10,0,1,0
9298,Fenchlorphos,321.5,59.8,273.0,5.1,16,0,4,4
24434,Potassium Nitrate,101.103,62.9,18.8,,5,0,3,0
119,Gamma-Aminobutyric Acid,103.12,63.3,62.7,-3.2,7,2,3,3
8343,Di(2-ethylhexyl) phthalate,390.6,52.6,394.0,7.4,28,0,4,16
6423,Chloropicrin,164.37,45.8,79.9,2.1,7,0,2,0
5320,Sulfacetamide,214.24,97.6,299.0,-1.0,14,2,4,2
33032,L-Glutamic Acid,147.13,101.0,145.0,-3.7,10,3,5,4
6197,Cycloheximide,281.35,83.5,404.0,0.5,20,2,4,3
757,Glycolic Acid,76.05,57.5,40.2,-1.1,5,2,3,1
517045,Sodium Acetate,82.03,40.1,34.6,,5,0,2,0
6421,Trichloroacetic Acid,163.38,37.3,83.4,1.3,7,1,2,0
6568,(+-)-2-Butanol,74.12,20.2,19.6,0.6,5,1,1,1
2723816,Sodium Propionate,96.06,40.1,44.1,,6,0,2,1
5371560,Dicrotophos,237.19,65.099,291.0,0.0,15,0,5,5
17717,Endothion,280.24,96.4,394.0,-0.2,17,0,7,6
14888,Arsenic Trioxide,197.841,3.0,0.0,,5,0,3,0
2788,Clioquinol,305.5,33.1,192.0,3.5,13,1,2,0
30692,2-(Thiocyanomethylthio)benzothiazole,238.4,116.0,237.0,3.1,14,0,5,3
5284484,Zineb,275.8,90.2,108.0,,11,2,4,3
86412,Acibenzolar-S-Methyl,210.3,96.4,212.0,2.3,13,0,5,2
6636,Fenson,268.72,51.8,322.0,3.7,17,0,3,3
13836,Chlormequat Chloride,158.07,0.0,46.5,,8,0,1,2
6732,Pindone,230.26,51.2,351.0,2.7,17,0,3,2
17516,Promecarb,207.27,38.3,216.0,3.1,15,1,2,3
8779,Pentasodium Pentetate,503.26,210.0,454.0,,32,0,13,11
516893,Potassium Bicarbonate,100.115,60.4,33.9,,5,1,3,0
6909,Trichloroisocyanuric Acid,232.41,60.9,202.0,1.2,12,0,3,0
3289,Ethoprophos,242.3,76.9,152.0,3.6,13,0,4,8
13081,Carbophenothion,342.9,101.0,263.0,5.3,18,0,5,8
4875,Potassium Iodide,166.002,0.0,2.0,,2,0,1,0
6635,Chlorfenson,303.2,51.8,350.0,4.3,18,0,3,3
39985,Diclofop-methyl,341.2,44.8,358.0,4.8,22,0,4,6
8177,Diethylene Glycol Monobutyl Ether,162.23,38.7,66.4,0.6,11,1,3,8
8858,Mesityl oxide,98.14,17.1,96.7,1.4,7,0,1,1
10522,Chlorobenzilate,325.2,46.5,323.0,4.3,21,1,3,5
17434,Mecarbam,329.4,122.0,343.0,2.4,19,0,7,9
516875,Potassium Permanganate,158.034,74.3,118.0,,6,0,4,0
5371578,Crotoxyphos,314.27,71.1,406.0,3.3,21,0,6,8
30684,Fosthietan,241.3,98.5,230.0,0.7,13,0,6,5
25146,Dialifor,393.8,113.0,473.0,3.8,23,0,6,8
9562059,Chlorhexidine Acetate,625.5,252.0,679.0,,42,8,6,13
18085,"1,1,1-Trichloro-2,2-diphenylethane",285.6,0.0,204.0,4.9,17,0,0,2
7744,2-Heptadecylimidazoline,308.5,24.4,260.0,7.6,22,1,1,16
61088,Disodium cyanodithioimidocarbonate,162.15,38.2,104.0,,8,0,4,0
8083,Morpholine,87.12,21.3,34.5,-0.9,6,1,2,0
8362,Homosalate,262.34,46.5,324.0,5.0,19,1,3,3
2319,Benfluralin,335.28,94.9,398.0,5.3,23,0,8,5
7393,4-tert-Butylphenol,150.22,20.2,115.0,3.3,11,1,1,1
10112,Calcium Carbonate,100.09,63.2,18.8,,5,0,3,0
91759,Flumetsulam,325.3,97.6,492.0,1.6,22,1,8,3
9576412,Fenpyroximate,421.5,74.9,592.0,4.9,31,0,6,9
39040,Tricyclazole,189.24,58.4,211.0,1.7,13,0,3,0
23668193,Sodium Nitrite,68.995,52.5,13.5,,4,0,3,0
24685,Propham,179.22,38.3,162.0,2.6,13,1,2,3
8800,Monuron,198.65,32.299,176.0,1.9,13,1,1,1
24874,Sec-Butylamine,73.14,26.0,19.6,0.6,5,1,1,1
34766,Ethiofencarb,225.31,63.6,199.0,1.9,15,1,3,5
10757,2-Chloroacetophenone,154.59,17.1,116.0,2.3,10,0,1,2
11251,3-Methyl-2-butanone,86.13,17.1,55.0,0.8,6,0,1,1
6323,Methyl Bromide,94.94,0.0,2.0,1.0,2,0,0,0
18771,Dithianon,296.3,132.0,628.0,2.8,20,0,6,0
23668197,Sodium Chlorite,90.44,40.1,13.5,,4,0,2,0
37125,Sulprofos,322.5,101.0,268.0,4.9,18,0,5,8
6862,1-Naphthaleneacetic Acid,186.21,37.3,212.0,2.7,14,1,2,2
56160,Chlorimuron-ethyl,414.8,145.0,628.0,2.7,27,2,8,7
8906,Lauryl Methacrylate,254.41,26.3,221.0,7.2,18,0,2,13
5974,Hexadecyltrimethylammonium Bromide,364.4,0.0,181.0,,21,0,1,15
15533,Bromoxynil octanoate,403.11,50.1,341.0,5.8,20,0,3,8
24243,Trisodium Phosphate,163.941,86.3,36.8,,8,0,4,0
8342,Dichlone,227.04,34.1,301.0,3.4,14,0,2,0
16700,Ammonium Lauryl Sulfate,283.43,75.8,230.0,,18,1,4,11
24526,Chlorine,70.9,0.0,0.0,1.6,2,0,0,0
31343,Butonate,327.5,61.8,296.0,2.2,17,0,5,7
14360,Bis(p-chlorophenyl)disulfide,287.2,50.6,175.0,5.7,16,0,2,3
8115,Bis(2-chloroethyl) ether,143.01,9.2,28.9,1.3,7,0,1,4
14957,Antimycin A,548.6,157.0,849.0,5.3,39,3,9,12
3714831,Sodium 2-mercaptobenzothiazole,189.2,42.1,134.0,,11,0,3,0
8830,Dibutyl succinate,230.3,52.6,179.0,2.9,16,0,4,11
7967,Cyclohexanone,98.14,17.1,68.2,0.8,7,0,1,0
39327,Oxyfluorfen,361.7,64.3,432.0,4.7,24,0,7,4
6214,Hexachloroethane,236.7,0.0,61.5,4.1,8,0,0,0
7547,Triclocarban,315.6,41.1,308.0,5.3,19,2,1,2
10569,Abietic Acid,302.5,37.3,542.0,4.8,22,1,2,2
11807,2-Amino-2-methyl-1-propanol,89.14,46.3,42.8,-0.8,6,2,2,1
7835,Epichlorohydrin,92.52,12.5,37.9,0.5,5,0,1,1
23676745,Potassium Sorbate,150.22,40.1,127.0,,9,0,2,2
1119,Sulfur Dioxide,64.069,35.1,18.3,0.1,3,0,3,0
9300,Crufomate,291.71,47.6,319.0,3.4,18,1,4,5
7430,"2,6-Dichloro-4-nitroaniline",207.01,71.8,173.0,2.9,12,1,3,0
33528,2-n-Octyl-4-isothiazolin-3-one,213.34,45.6,203.0,3.5,14,0,2,7
23931,Mercury,200.59,0.0,0.0,,1,0,0,0
9414,Mexacarbate,222.28,41.6,231.0,2.5,16,1,3,3
7551,Barban,258.1,38.3,295.0,3.2,16,1,2,3
16422,Bromophos,366.0,59.8,276.0,5.2,16,0,4,4
24841,Hydrogen iodide,127.912,0.0,0.0,0.9,1,1,0,0
443495,Sodium Arsenite,129.91,40.1,13.5,,4,0,2,0
3032297,Nabam,256.399,90.2,108.0,,12,2,4,3
5727,Zinc Chloride,136.3,0.0,2.8,,3,0,0,0
13218779,Isobornyl thiocyanoacetate,253.36,75.4,384.0,4.0,17,0,4,4
7206,"2,4-D n-butyl ester",277.14,35.5,236.0,4.4,17,0,3,7
6433272,Nystatin [USP:INN:BAN:JAN],926.1,320.0,1620.0,-0.2,65,12,18,3
16003,"Carbamothioic acid, dipropyl-, S-propyl ester",203.35,45.6,133.0,3.8,13,0,2,7
5234,Sodium Chloride,58.44,0.0,2.0,,2,0,1,0
8163,2-Undecanone,170.29,17.1,108.0,4.1,12,0,1,8
37123,Diflubenzuron,310.68,58.2,379.0,3.9,21,2,4,2
3728,"5,7-Diiodo-8-hydroxyquinoline",396.95,33.1,190.0,3.1,13,1,2,0
40087,Thidiazuron,220.25,95.2,220.0,1.3,15,2,4,2
23954,Silver,107.868,0.0,0.0,,1,0,0,0
17520,"1,2-Benzisothiazol-3(2H)-one",151.19,54.4,160.0,1.3,10,1,2,0
20848,Nitralin,345.37,137.0,491.0,3.7,23,0,7,6
5936,Diisopropyl Fluorophosphate,184.15,35.5,144.0,1.2,11,0,4,4
7216,Sulfallate,223.8,60.6,166.0,3.1,12,0,2,5
6295,Perthane,307.3,0.0,237.0,6.6,20,0,0,5
7159,Thioquinox,236.3,108.0,234.0,3.3,14,0,5,0
27189,Napropamide,271.35,29.5,314.0,3.4,20,0,2,5
253877,Potassium Bromide,119.0,0.0,2.0,,2,0,1,0
4936,Propargite,350.5,64.0,454.0,5.0,24,0,5,7
33557,Sodium Azide,65.01,3.0,15.5,,4,0,2,0
31957,Pirimiphos-Ethyl,333.39,88.8,335.0,4.8,21,0,7,9
28936,Bromopropylate,428.1,46.5,348.0,4.8,22,1,3,5
16181,Butylate,217.37,45.6,159.0,4.2,14,0,2,6
24424,Zinc Sulfate,161.4,88.6,62.2,,6,0,4,0
91688,"4,5-Dichloro-2-n-octyl-4-isothiazolin-3-one",282.2,45.6,281.0,5.1,16,0,2,7
24456,Tricalcium Phosphate,310.18,173.0,36.8,,13,0,8,0
24488,Sodium Chromate,161.973,80.3,62.2,,7,0,4,0
1188,Xanthine,152.11,86.9,217.0,-0.7,11,3,3,0
51556,Fomesafen,438.8,127.0,693.0,2.4,28,1,9,4
29732,Oxadiazon,345.2,51.1,462.0,4.8,22,0,4,4
10340,Sodium Carbonate,105.988,63.2,18.8,,6,0,3,0
10404,Dixanthogen,242.4,133.0,142.0,3.2,12,0,6,7
6097028,Ammonium Sulfate,132.14,90.6,62.2,,7,2,4,0
8292,Fensulfothion,308.4,96.1,306.0,2.2,18,0,6,7
34468,Dinitramine,322.24,121.0,419.0,3.2,22,1,9,3
8772,Trisodium N-hydroxyethylethylenediaminetriacetate,344.2,147.0,288.0,,22,1,9,8
15325,"2,4-Dinitrophenyl thiocyanate",225.18,141.0,314.0,2.0,15,0,6,1
8012,Butanethiol,90.19,1.0,13.1,2.3,5,1,1,2
22188,Terbacil,216.66,49.4,328.0,1.9,14,1,2,1
253881,Sodium Bromide,102.89,0.0,2.0,,2,0,1,0
8893,Piperazine Dihydrochloride,159.05,24.1,26.5,,8,4,2,0
33565,Triforine,435.0,64.7,345.0,2.8,22,2,4,4
5363405,"9-Dodecenyl acetate, (9Z)-",226.35,26.3,185.0,4.8,16,0,2,11
5363265,Gossyplure,280.4,26.3,267.0,6.0,20,0,2,14
5338,Sulfaquinoxaline,300.34,106.0,442.0,1.7,21,2,6,3
54778,Clomazone,239.7,29.5,280.0,2.5,16,0,2,2
32154,Propyzamide,256.12,29.1,308.0,3.2,16,1,1,3
47898,Flutolanil,323.31,38.3,398.0,3.7,23,1,5,4
10129,Pinane,138.25,0.0,146.0,3.9,10,0,0,0
8427,Dichlorprop,235.06,46.5,210.0,3.4,14,1,3,3
7211,"2-Ethyl-1,3-Hexanediol",146.23,40.5,73.7,1.3,10,2,2,5
37995,Etrimfos,292.29,94.8,287.0,3.2,18,0,7,7
8753,Benzododecinium Chloride,340.0,0.0,240.0,,23,0,1,13
1489,"4-(2,4-Dichlorophenoxy)butyric acid",249.09,46.5,211.0,3.5,15,1,3,5
7057995,Chloralose,309.5,88.4,285.0,1.0,17,3,6,2
61546,Magnesium phosphide,134.86,0.0,0.0,,5,0,2,0
3032555,Oxine-copper,351.8,71.9,138.0,,23,0,4,0
5238,Sodium Iodide,149.894,0.0,2.0,,2,0,1,0
7245,2-Chlorophenol,128.55,20.2,74.9,2.1,8,1,1,0
6849,1-Nitronaphthalene,173.17,45.8,200.0,3.2,13,0,2,0
19518,Denatonium Benzoate,446.6,69.2,473.0,,33,1,3,7
4778,Phenylarsine Oxide,168.02,17.1,76.6,,8,0,1,0
73674,Thifensulfuron methyl,387.4,186.0,597.0,1.6,25,2,10,6
4928,Prometon,225.29,72.0,182.0,3.0,16,2,6,5
24414,Barium Sulfate,233.39,88.6,62.2,,6,0,4,0
16686,Dienochlor,474.6,0.0,530.0,6.3,20,0,0,1
18752,Asulam,230.24,107.0,314.0,-0.3,15,2,5,3
6378,Propylene Oxide,58.08,12.5,26.5,0.0,4,0,1,0
24781,Hymexazol,99.09,38.3,128.0,0.1,7,1,2,0
15629,Monolinuron,214.65,41.6,193.0,2.3,14,1,2,2
17581,Chloroneb,207.05,18.5,127.0,3.1,12,0,2,2
15553,Clopyralid,192.0,50.2,165.0,2.3,11,1,3,1
6479,"1,3-Dibromo-5,5-dimethylhydantoin",285.92,40.6,229.0,1.5,11,0,2,0
13728,Diphenamid,239.31,20.3,244.0,3.0,18,0,1,3
14337,Cycloate,215.36,45.6,178.0,4.1,14,0,2,4
16685,Tetrasul,324.0,25.3,243.0,6.5,17,0,1,2
41381,Ethalfluralin,333.26,94.9,449.0,5.1,23,0,8,4
516910,Potassium nitrite,85.104,52.5,13.5,,4,0,3,0
36606,Isopropalin,309.36,94.9,348.0,5.6,22,0,5,6
16115,Chloroxuron,290.74,41.6,309.0,3.5,20,1,2,3
12540,Triphenyltin Chloride,385.5,0.0,240.0,,20,0,0,3
22094,Chloropropylate,339.2,46.5,348.0,4.7,22,1,3,5
6478,Hexachlorocyclopentadiene,272.8,0.0,234.0,5.0,11,0,0,0
5365075,(Z)-9-Tricosene,322.6,0.0,216.0,11.7,23,0,0,19
15969,"methyl N-(3,4-dichlorophenyl)carbamate",220.05,38.3,189.0,3.5,13,1,2,2
8686,Erbon,366.4,35.5,313.0,5.2,19,0,3,6
9570093,Aldoxycarb,222.26,93.2,326.0,-0.6,14,1,5,4
24380,Iron chloride (FeCl3),162.2,0.0,8.0,,4,0,0,0
135491830,Sethoxydim,327.5,84.2,432.0,3.6,22,1,5,9
9477,Trichloronate,333.6,50.6,293.0,5.2,17,0,3,5
16726,Dichloroisocyanurate,197.96,69.7,220.0,0.4,11,1,3,0
24947,Cadmium Chloride,183.32,0.0,2.8,,3,0,0,0
9317,Lead diacetate,325.0,80.3,25.5,,9,0,4,0
54675777,Chlortetracycline,478.9,182.0,1010.0,-1.3,33,6,9,2
3092,Dinitolmide,225.16,135.0,321.0,0.7,16,1,5,1
5383,Tebuthiuron,228.32,86.4,241.0,1.6,15,1,4,2
8404,Tetralin,132.2,0.0,92.6,3.5,10,0,0,0
182951,Pyraflufen-ethyl,413.2,62.6,480.0,4.8,26,0,8,8
24436,Sodium Sulfate,142.04,88.6,62.2,,7,0,4,0
17432,Etridiazole,247.5,63.3,154.0,2.5,12,0,4,2
15096,Tributyltin Chloride,325.5,0.0,104.0,,14,0,0,9
91655,Chlorethoxyfos,336.0,59.8,225.0,4.6,15,0,4,6
29307,Isoxathion,313.31,85.8,328.0,4.2,20,0,6,7
2943,Dacthal,332.0,52.6,290.0,4.4,18,0,4,4
25912,Chlorbromuron,293.54,41.6,230.0,3.1,15,1,2,2
7327,Genite,303.2,51.8,360.0,4.3,18,0,3,3
24489,Sodium Dithionite,174.11,119.0,60.5,,8,0,6,0
8809,Aramite,334.9,64.0,311.0,4.6,21,0,5,9
16116,Siduron,232.32,41.1,249.0,3.3,17,2,1,2
28935,Iodofenphos,413.0,59.8,276.0,5.5,16,0,4,4
14215,Pebulate,203.35,45.6,139.0,3.8,13,0,2,7
24425,Chromic Acid,118.01,74.6,81.3,,5,2,4,0
16073,Chlorbufam,223.65,38.3,271.0,3.1,15,1,2,3
5284376,Di-allate,270.22,45.6,234.0,3.6,15,0,2,5
23662264,"Sodium 2,4,5-trichlorophenolate",219.4,23.1,124.0,,11,0,1,0
15337,Mercuric acetate,318.68,80.3,25.5,,9,0,4,0
452550,Tyrothricin,1228.4,380.0,2390.0,1.9,89,12,15,19
16562,Fluometuron,232.2,32.299,253.0,2.4,16,1,4,1
18290,Metobromuron,259.1,41.6,193.0,2.4,14,1,2,2
23665763,Sodium Bisulfite,104.06,79.6,33.9,,5,1,4,0
6327,Methyl Chloride,50.49,0.0,2.0,0.8,2,0,0,0
8816,Cetylpyridinium Bromide,384.4,3.9,208.0,,23,0,1,15
22947,DMDM hydantoin,188.18,81.1,251.0,-0.2,13,2,4,2
32739,Chlormephos,234.7,75.9,134.0,3.1,11,0,4,6
24850,Aluminum Sulfate,342.2,266.0,62.2,,17,0,12,0
6531,Dioxathion,456.5,170.0,395.0,4.3,24,0,10,12
135492483,Tralkoxydim,329.4,58.9,511.0,4.1,24,1,4,5
41384,Carbosulfan,380.5,67.3,439.0,5.7,26,0,5,10
73672,Isoxaben,332.4,73.6,402.0,3.9,24,1,5,7
36565,Butralin,295.33,104.0,359.0,5.1,21,1,5,4
26229,(4-Chlorophenoxy)acetic acid,186.59,46.5,152.0,2.2,12,1,3,3
3641960,Chloramine-T,227.64,43.5,231.0,,13,0,3,1
6389,Trichlorofluoromethane,137.36,0.0,28.4,2.5,5,0,1,0
54678504,Coumatetralyl,292.3,46.5,481.0,4.1,22,1,3,1
9032,Potassium Cyanide,65.116,23.8,12.8,,3,0,2,0
25960,Sodium Selenate,188.95,80.3,62.2,,7,0,4,0
87048,"O,O-Dimethyl phosphoramidothioate",141.13,76.6,87.7,0.5,7,1,4,2
24085,Mercuric Chloride,271.5,0.0,2.8,,3,0,0,0
31304,Picrotoxin,602.6,191.0,1290.0,,43,3,13,2
7812,4-Chloroaniline,127.57,26.0,66.9,1.9,8,1,1,0
6564,"1,2-Dichloropropane",112.98,0.0,20.9,1.8,5,0,0,1
7020,Xanthone,196.2,26.3,237.0,3.4,15,0,2,0
91692,Pencycuron,328.8,32.299,370.0,4.8,23,1,1,4
16682828,Tributyltin methacrylate,375.1,26.3,252.0,,19,0,2,12
24012,Aluminum Chloride,133.34,0.0,8.0,,4,0,0,0
11097730,Cyclanilide,274.1,66.4,344.0,2.8,17,2,3,3
62781,Mepiquat Chloride,149.66,0.0,68.5,,9,0,1,0
24962,Cadmium Sulfate,208.48,88.6,62.2,,6,0,4,0
91673,Etaconazole,328.2,49.2,363.0,3.0,21,0,4,4
6436605,Diniconazole,326.2,50.9,384.0,4.2,21,1,3,4
8313,"1,3-Bis(2,2,2-trichloro-1-hydroxyethyl)urea",354.8,81.6,228.0,2.0,16,4,3,2
23421,Dioxacarb,223.22,56.8,240.0,0.5,16,1,4,3
24861,Ferric Phosphate,150.82,86.3,36.8,,6,0,4,0
13721,Methyl trithion,314.8,101.0,239.0,4.8,16,0,5,6
60202781,Pyrethrins,700.9,113.0,1390.0,,51,0,8,16
18827,1-Octen-3-Ol,128.21,20.2,69.0,2.6,9,1,1,5
44465,Bromethalin,577.93,94.9,563.0,6.2,27,0,8,2
24497,Calcium Sulfate,136.14,88.6,62.2,,6,0,4,0
14923,Ammonium Hydroxide,35.046,2.0,0.0,,2,2,1,0
8154,Hexadecyltrimethylammonium chloride,320.0,0.0,181.0,,21,0,1,15
18938,"3,5,5-Trimethyl-1-hexanol",144.25,20.2,81.2,3.0,10,1,1,4
22890,Allyxycarb,274.36,41.6,321.0,3.8,20,1,3,7
10234,Binapacryl,322.31,118.0,489.0,4.6,23,0,6,5
23668817,Sodium Lauroyl Sarcosinate,293.38,60.4,260.0,,20,0,3,12
14385,"3,3',4',5-Tetrachlorosalicylanilide",351.0,49.3,357.0,5.9,20,2,2,2
14778,Calcium Oxide,56.08,17.1,2.0,,2,0,1,0
8630,Chloramben,206.02,63.3,188.0,2.0,12,2,3,1
135398752,Oxypurinol,152.11,86.9,217.0,-0.9,11,3,3,0
11378442,Potassium cyanate,81.115,46.9,34.5,,4,0,2,0
14017,(Aminomethyl)phosphonic acid,111.04,83.6,74.9,-4.7,6,3,4,1
39230,Bifenox,342.1,81.4,417.0,4.5,22,0,5,4
24083,Sulfuric acid magnesium salt (1:1),120.37,88.6,62.2,,6,0,4,0
560193,Vamidothion,287.3,115.0,256.0,0.3,16,1,6,8
6419,Pentachloroethane,202.3,0.0,51.6,3.2,7,0,0,0
11419598,Foramsulfuron,452.4,177.0,732.0,0.5,31,3,9,7
8303,Hexachloroacetone,264.7,17.1,124.0,3.7,10,0,1,0
14797,Potassium Hydroxide,56.106,1.0,2.0,,2,1,1,0
3033674,Fluazifop-p-butyl,383.4,57.7,453.0,4.5,27,0,8,9
12542,Fluoroacetamide,77.06,43.1,44.9,-1.0,5,1,2,1
8430,Lauric acid diethanolamide,287.44,60.8,216.0,3.5,20,2,3,14
33500,Profluralin,347.29,94.9,449.0,5.2,24,0,8,5
24586,Nickel Sulfate,154.76,88.6,62.2,,6,0,4,0
7542,(+-)-2-(3-Chlorophenoxy)propionic acid,200.62,46.5,184.0,2.3,13,1,3,3
7158,Fenoprop,269.5,46.5,237.0,3.8,15,1,3,3
10477,Cyanogen Chloride,61.47,23.8,31.3,1.0,3,0,1,0
91745,Cinmethylin,274.4,18.5,353.0,3.8,20,0,2,4
39424,Difenzoquat metilsulfate,360.4,83.6,342.0,,25,0,4,2
9738,Mipafox,182.18,41.1,147.0,1.0,11,2,4,4
14771,Arsenic pentoxide,229.84,77.5,123.0,,7,0,5,0
16682942,Methylmercuric dicyanamide,298.7,74.2,131.0,,8,2,2,2
54680782,"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-, hydrochloride (1:1), (4S,4aR,5S,5aR,6S,12aS)-",496.9,202.0,1000.0,,34,8,10,2
18087,Clopidol,192.04,29.1,252.0,2.6,11,1,2,0
54886,Benfuracarb,410.5,93.6,543.0,4.2,28,0,7,10
516871,Sodium thiocyanate,81.07,24.8,34.5,,4,0,2,0
24743,Desmedipham,300.31,76.7,369.0,3.4,22,2,4,6
439423,7-Dehydrocholesterol,384.6,20.2,643.0,8.0,28,1,1,5
31337,Tris(hydroxymethyl)nitromethane,151.12,107.0,107.0,-2.2,10,3,5,3
21929,Drazoxolon,237.64,63.1,354.0,3.3,16,1,5,2
41385,Dimethipin,210.3,85.0,371.0,-0.5,12,0,4,0
24504,Calcium hypochlorite,142.98,46.1,2.0,,5,0,2,0
17607,Sulfuryl fluoride,102.06,42.5,85.3,0.7,5,0,4,0
15967,Terbucarb,277.4,38.3,314.0,5.2,20,1,2,4
41478,Tetrakis(hydroxymethyl)phosphonium sulfate,406.28,250.0,118.0,,23,8,12,8
73671,Paclobutrazol,293.79,50.9,300.0,3.2,20,1,3,5
61286,"2-Ethylhexyl (2,4-dichlorophenoxy)acetate",333.2,35.5,299.0,6.3,21,0,3,10
49968,"N-(4,6-Bis((1-methylethyl)amino)-1,3,5-triazin-2-yl)-N-methylcyanamide",249.32,89.8,277.0,2.7,18,2,7,5
71586776,Copper Naphthenate,416.1,80.3,300.0,,26,0,4,6
9560,Mevinphos,224.15,71.1,263.0,1.2,14,0,6,6
5879,Androsterone,290.4,37.3,458.0,3.7,21,1,2,0
8016,2-(Methylamino)ethanol,75.11,32.299,16.4,-0.9,5,2,2,2
54960,Bensulfuron-methyl,410.4,154.0,627.0,1.6,28,2,9,8
6418,Dalapon,142.97,37.3,88.9,1.3,7,1,2,1
7639,Chlorbenside,269.2,25.3,194.0,5.2,16,0,1,3
